id,model_name,dropout,size,batch_size_t,batch_size_v,n_targets,criterion,gradient_accumulation_steps,max_gradient_norm,optimizer,scheduler,LR,T_0,T_max,T_mult,min_lr,max_lr,no_batches,warmup_epochs,cosine_epochs,epochs,update_per_batch,num_workers,n_folds,train_transforms,valid_transforms,observations,use_swa,swa_lr,swa_epoch,use_sam,use_asam,asam_rho,print_freq,one_fold,use_apex,distributed_training,save_to_log,oof-accuracy,oof-precision,oof-recall,cross-validation,public-leaderboard
10,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,Adam,OneCycleLR,0.0004,200,10,2,1e-06,0.0004,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.2829677419354838,0.4820544556088803,0.2829677419354838,"[0.5116129032258064, 0.22580645161290322]",0
11,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,8e-06,200,10,2,1e-06,8e-06,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3275483870967742,0.6117277180043561,0.3275483870967742,"[0.734516129032258, 0.7280645161290322]",0
12,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,1e-05,200,10,2,1e-06,1e-05,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3276129032258064,0.6159072973465229,0.3276129032258064,"[0.7348387096774194, 0.7283870967741936]",0
13,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,2e-05,200,10,2,1e-06,2e-05,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3285161290322581,0.6187433190931345,0.3285161290322581,"[0.7393548387096774, 0.7380645161290322]",0
14,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,4e-05,200,10,2,1e-06,4e-05,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3296129032258064,0.6246986868721794,0.3296129032258064,"[0.7448387096774194, 0.7483870967741936]",0
15,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,6e-05,200,10,2,1e-06,6e-05,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3309677419354839,0.6286742072990759,0.3309677419354839,"[0.7516129032258064, 0.7516129032258064]",0
16,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,8e-05,200,10,2,1e-06,8e-05,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.332,0.6349255318097882,0.332,"[0.756774193548387, 0.7612903225806451]",0
17,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,0.0001,200,10,2,1e-06,0.0001,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3314838709677419,0.6308023693720451,0.3314838709677419,"[0.7541935483870967, 0.7664516129032258]",0
18,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,0.0002,200,10,2,1e-06,0.0002,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3347741935483871,0.6710751336400633,0.3347741935483871,"[0.7706451612903226, 0.7719354838709678]",0
19,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,AdamW,OneCycleLR,0.0004,200,10,2,1e-06,0.0004,3100,1,11,12,True,4,5,[],[],,True,0.01,"[7, 8, 9, 10, 11, 12]",True,True,0.1,50,True,True,False,True,0.3009032258064516,0.4887971673363302,0.3009032258064516,"[0.6012903225806452, 0.22580645161290322]",0
