id,label,model_0,model_1,swa_model_1,model_20,swa_model_20
fc7ffb00-9ef7-4296-95ba-21de8f14e553.png,1,1.0,1.0,1.0,1.0,1.0
befa047f-9d1c-4dbc-8b5f-eef3b4fc7bc3.png,2,2.0,2.0,2.0,2.0,2.0
0139d276-f334-484f-bdda-9390c29116f1.png,4,4.0,4.0,5.0,4.0,4.0
eaf07985-981d-4e36-8576-bc8a53d17b26.png,1,1.0,1.0,1.0,1.0,1.0
e7f08a04-e36e-4b14-aea0-81d3a69d9ae6.png,1,1.0,1.0,1.0,1.0,1.0
95bf14c8-4ac9-466a-84dd-9d8782fb86a2.png,3,2.0,2.0,2.0,3.0,3.0
a5175c6e-8883-49d5-801b-d3ecac16f687.png,1,1.0,1.0,1.0,1.0,1.0
3211f67b-06b5-424b-8fd0-d5ea3e7225b8.png,2,1.0,1.0,1.0,1.0,1.0
b95dc935-8a92-4005-ac61-465f69a53d40.png,4,4.0,4.0,4.0,4.0,4.0
cfec7b6a-08a9-4d0e-84dc-5c93a02d438b.png,2,2.0,2.0,2.0,2.0,2.0
786bcdf9-5e9a-42a0-a676-5b9deaa434b6.png,2,2.0,2.0,2.0,2.0,3.0
eec01528-f3a5-40a3-961a-e1d255a0dd04.png,5,5.0,5.0,5.0,5.0,5.0
0da8acf4-6afa-40e4-bea2-786198a5d5e9.png,1,1.0,1.0,1.0,1.0,1.0
643a7a8d-b088-447d-b0b8-d31b51c05419.png,5,4.0,4.0,4.0,4.0,4.0
d1354e72-01b3-4673-bd54-11e46aeb8fda.png,3,4.0,4.0,4.0,4.0,4.0
e1dd4af4-93fc-4c62-895f-051a464cf2b0.png,2,2.0,2.0,3.0,2.0,2.0
1e9c5a54-457e-4ae7-a11d-4382a8c75281.png,4,4.0,3.0,3.0,5.0,4.0
28010845-be98-4149-b501-345fc134e43e.png,5,4.0,4.0,5.0,4.0,4.0
ab87b3db-281f-4f48-8231-7cb11c89b59b.png,2,2.0,2.0,2.0,2.0,2.0
3a4e0dfd-a97a-486a-8766-9f5b81633948.png,4,1.0,1.0,1.0,1.0,2.0
294319f5-9c88-41ae-84c4-cecf029da970.png,1,1.0,2.0,2.0,1.0,2.0
d7ec7571-fc88-4dc5-ac11-44f15f849dc0.png,1,1.0,1.0,1.0,1.0,1.0
15c5ed2b-50bb-4382-abd1-3777ea42ab69.png,2,2.0,2.0,2.0,2.0,2.0
cd8d747e-eca9-4e09-85b8-ffe0b0d1988c.png,5,5.0,5.0,5.0,5.0,5.0
6faf85ff-ff15-46c8-b095-9f96d4b0c59f.png,5,1.0,1.0,1.0,1.0,1.0
4c5bd773-1459-495f-8ffd-8746e62b1e67.png,5,4.0,4.0,5.0,4.0,4.0
ab9214cd-4524-4d8b-b66e-d5ba03168597.png,4,4.0,4.0,4.0,3.0,4.0
fc99c058-7c22-436b-ad5f-2abc3ffda4ac.png,4,2.0,1.0,1.0,2.0,2.0
17943fff-62d4-41c1-95c9-fb809ed88d6f.png,4,4.0,4.0,4.0,4.0,4.0
c493ccbf-482f-4f94-b907-1f347330eb73.png,2,2.0,2.0,2.0,2.0,2.0
d969c3ae-8bb4-44f4-9dc3-70975833041a.png,3,1.0,1.0,1.0,1.0,1.0
ddb380b1-39c1-4549-93e4-09b75dba979e.png,5,1.0,3.0,4.0,1.0,2.0
722c0e0e-c2ec-4fe3-b4a3-cd37ebee194e.png,3,3.0,3.0,3.0,3.0,3.0
dfa83aaf-29a5-499f-9d0b-ef08b602cd6a.png,5,5.0,5.0,5.0,5.0,5.0
2c09e820-231b-49ce-acf2-a8cb66fb5dfa.png,5,5.0,5.0,5.0,5.0,5.0
218b3bf1-0a42-4040-82f1-4b1eb7390a75.png,4,4.0,3.0,3.0,3.0,3.0
10984f36-688b-49ed-bf9b-1d3dfe18512c.png,3,3.0,3.0,3.0,3.0,3.0
e963a633-61f2-4ba6-b944-4bf635d48134.png,4,4.0,4.0,4.0,4.0,4.0
da9754c9-32c0-4d60-92e2-53a3ce257cde.png,5,5.0,5.0,1.0,5.0,5.0
c43fda2a-5e2f-4ff5-b10b-a4108fd431da.png,5,5.0,5.0,5.0,5.0,5.0
d7e4d7a3-d2d4-4454-87eb-7f02407f556d.png,4,4.0,4.0,4.0,4.0,4.0
53aac38b-834a-47eb-9ac6-0cc550eaa34f.png,3,3.0,3.0,3.0,3.0,3.0
40af777b-c210-4cd1-88e0-5bd3e43394d2.png,4,4.0,4.0,4.0,4.0,4.0
63c946b0-b494-4aa1-8fd7-81b2e67b201a.png,4,4.0,4.0,4.0,4.0,4.0
1caa6c21-ee9d-4b17-911c-a7128fb47a4a.png,4,4.0,3.0,3.0,3.0,3.0
ac5dd399-9156-4ecc-b164-5ba1da0c4c27.png,2,2.0,2.0,2.0,2.0,2.0
fc9ae4ef-908e-4e51-ae34-d95eb1187456.png,3,3.0,3.0,3.0,3.0,3.0
142135cd-f757-46c2-82e6-354838dec463.png,5,5.0,5.0,5.0,5.0,5.0
81c190ff-34be-4c86-bf47-c6d0f2e501dd.png,3,3.0,3.0,3.0,3.0,3.0
cfec7a2e-590e-41ed-98e4-f2d75a041aad.png,4,4.0,4.0,4.0,4.0,4.0
d3b74893-1020-44c5-8c70-4456efd53b16.png,5,5.0,5.0,5.0,5.0,5.0
fd1e10a0-35de-4f23-8dc9-4cf54594bf03.png,4,5.0,5.0,5.0,5.0,4.0
88f0383e-eff9-46b5-97eb-2f90ea970621.png,3,3.0,3.0,3.0,3.0,3.0
ed4ff509-70f3-461e-9f41-44da0a43b6e1.png,3,3.0,4.0,3.0,4.0,4.0
00e9d17f-d9ce-4745-96b5-2eccbd8f72a7.png,5,5.0,5.0,5.0,5.0,5.0
998520a8-cbcf-4a9b-a649-54ae76538f07.png,1,1.0,1.0,1.0,1.0,1.0
59235583-c225-4e92-8f2d-1597a7e8c85d.png,5,5.0,4.0,4.0,4.0,4.0
33c1240a-5d69-44e7-bc09-9d933dc4b24a.png,2,2.0,2.0,2.0,2.0,2.0
8646cd56-8f2b-4bc3-8bf8-332105660ebb.png,1,1.0,1.0,1.0,1.0,1.0
57b939de-3f5a-4fd7-a8de-a86e7afa42e3.png,2,2.0,2.0,2.0,2.0,2.0
8f59feb4-2e5a-41d3-ae40-66b6edc16d64.png,3,5.0,5.0,1.0,5.0,5.0
75735915-2a85-4370-adaf-f6d4e4b557ec.png,5,5.0,5.0,5.0,5.0,5.0
76b0ce5b-bd4e-43d6-963c-57fcc6d469bd.png,1,2.0,1.0,1.0,1.0,1.0
32a96938-1955-4b4a-aead-88e86744bd23.png,2,2.0,2.0,2.0,2.0,2.0
d766c711-270e-4c64-953f-8ece95fced8f.png,4,3.0,3.0,3.0,3.0,3.0
524730f1-8406-4dd6-bba3-a351baaf3942.png,3,3.0,3.0,3.0,3.0,3.0
66932d4e-8d06-4f8b-8df6-4367541f283a.png,5,5.0,5.0,5.0,5.0,5.0
a993e15c-2067-4aa8-9116-33bf6f061796.png,5,5.0,5.0,5.0,5.0,5.0
d25511e6-b6a8-4165-9bb1-902a1e19d52a.png,1,1.0,1.0,1.0,2.0,2.0
8f3b5129-b2c7-45e9-8168-d110ff9d353c.png,1,1.0,1.0,1.0,1.0,1.0
4caaa91b-c569-4a66-a522-6ac38095e840.png,3,3.0,3.0,3.0,3.0,3.0
7dd2a211-de6e-4b7e-aa37-e8a27cd4ed93.png,5,5.0,5.0,5.0,5.0,5.0
65816460-7fde-4b39-b7d6-9d198e3923d4.png,2,3.0,3.0,3.0,3.0,3.0
e97a5dff-1d89-49c4-9eff-128a78be59e7.png,3,3.0,3.0,3.0,3.0,3.0
1c7dc2b7-942e-4166-8e74-1c4802a50760.png,3,1.0,1.0,1.0,1.0,1.0
edc690e2-3520-4159-b271-dafa5b1ddb8f.png,4,4.0,4.0,4.0,4.0,4.0
39fb249f-2384-4799-84a5-ec0fd1bf0eff.png,1,1.0,1.0,1.0,1.0,1.0
100b7125-3ebf-4983-a849-1c5415b11b2b.png,3,3.0,3.0,3.0,3.0,3.0
e8bbd49b-2f00-4a36-a334-5c0f637b5b17.png,3,5.0,5.0,5.0,5.0,4.0
2ce2aaab-ff83-4bc3-a633-3022c26ca593.png,4,3.0,3.0,3.0,3.0,3.0
a8d73738-534f-47ea-ba23-a6cc22da7a51.png,1,1.0,1.0,1.0,1.0,1.0
a56d6aff-47de-4bcb-be2f-249d593ec64a.png,5,4.0,2.0,2.0,2.0,4.0
b189e4a8-134d-4cae-9ddc-320ebf89a784.png,5,5.0,5.0,5.0,5.0,5.0
7a71764d-f3b5-4477-abcf-00c749a298ce.png,4,4.0,4.0,4.0,4.0,4.0
9f6cb95c-ec2b-4307-8691-2b7ec3d284bc.png,3,3.0,3.0,3.0,3.0,3.0
cf61a9f0-0e36-4941-a7cd-851cf33cba8f.png,2,2.0,2.0,3.0,2.0,2.0
64238ca6-a1c1-48c9-9022-2d8b49050a28.png,5,5.0,5.0,5.0,5.0,5.0
78110c6d-d191-4ac6-82ae-411998b42a47.png,3,3.0,3.0,3.0,3.0,3.0
9a834fc0-763e-4e39-b02a-0c3bda0c7edc.png,3,3.0,2.0,3.0,3.0,3.0
06c1e14f-b6c4-45ae-86ce-08a8ca8f3d72.png,2,2.0,2.0,2.0,2.0,2.0
8b5c3be3-0bf3-4486-ac70-4773a27227f3.png,2,2.0,2.0,2.0,2.0,2.0
530d21a6-a66e-4430-9ea9-06bb861d2329.png,1,1.0,1.0,1.0,1.0,1.0
460e853e-cebe-4c36-b07e-58edda9ecb3c.png,3,3.0,3.0,3.0,3.0,3.0
b2c6f938-425a-4a42-98a8-9bfe9adba0fc.png,5,5.0,5.0,5.0,5.0,5.0
6f932f23-30ff-41e6-b803-b2cf3c5801e0.png,4,5.0,5.0,5.0,5.0,5.0
92e526c3-1e53-47de-aa49-f9b9ebee687f.png,1,1.0,1.0,1.0,1.0,1.0
32cca620-14e2-4786-b305-66976bedd21f.png,5,5.0,5.0,5.0,5.0,5.0
2bf69993-9406-48cc-8232-fa29acf31672.png,5,5.0,5.0,5.0,5.0,5.0
43ee0d79-3176-40d5-a078-0061c318c2b8.png,4,4.0,4.0,5.0,4.0,4.0
842cb96e-2ee6-484b-ba32-c66bb4c381c6.png,2,2.0,3.0,3.0,3.0,3.0
209ffefd-a606-44c7-999e-7725041c89b7.png,3,2.0,2.0,2.0,2.0,2.0
845845d1-76b5-4f78-8828-9ae3a1afb456.png,1,1.0,2.0,2.0,2.0,2.0
058b06a3-b5ee-4bf1-b748-ee97a01351be.png,4,4.0,4.0,4.0,4.0,4.0
00dbee74-822c-4d4f-be29-70bdc9888bf6.png,4,4.0,4.0,4.0,4.0,4.0
1462f0a2-37de-481d-8276-f2705111b91d.png,1,1.0,1.0,1.0,1.0,1.0
29340d0e-bca7-4a46-80e7-4cf4fb07f98d.png,2,2.0,2.0,2.0,2.0,2.0
7f1f12f8-8319-4a7d-aa76-913f99c6b114.png,5,5.0,5.0,5.0,5.0,5.0
e020e0fb-957c-4dfb-8da4-4ff67f93e9a3.png,1,1.0,1.0,1.0,1.0,1.0
7c5179b9-3648-4769-818a-f2340a52e342.png,2,2.0,2.0,2.0,2.0,3.0
5ca034d9-c8a6-41a2-9b3d-e9315d6818fe.png,5,5.0,5.0,5.0,5.0,5.0
4052c3c6-7f2b-4470-a968-ae073f4274c9.png,1,1.0,1.0,1.0,1.0,1.0
2d10a896-2a06-4cb4-a6d7-1950c1f1ebed.png,4,4.0,4.0,5.0,4.0,4.0
5b667138-4b72-4986-b557-bb428754a4b0.png,5,5.0,5.0,5.0,5.0,5.0
eb4f30ce-0272-477e-948c-2010db5150c2.png,2,2.0,2.0,3.0,2.0,2.0
af87a113-35cc-4455-a48e-723bf74f7c11.png,2,2.0,2.0,2.0,2.0,2.0
d1099405-8c15-4dfd-a32c-0c73ff151339.png,4,1.0,3.0,3.0,1.0,2.0
623f7681-4f47-4d8d-beb7-ae11b273117e.png,1,1.0,1.0,1.0,1.0,1.0
b3f881c0-1d21-4f34-a5d2-9270bd2e2030.png,3,2.0,3.0,2.0,3.0,3.0
44480002-0d8e-48cf-81cf-e7a16cd5624f.png,2,1.0,1.0,1.0,1.0,1.0
d8abb82b-0bc6-4b69-a6ee-e11a3423ed08.png,1,1.0,1.0,1.0,1.0,1.0
d59ec911-4747-49de-9d29-c2aa01ee1be6.png,2,2.0,2.0,2.0,3.0,3.0
b2924516-0c8c-4932-93cf-be9c49b94744.png,5,5.0,5.0,5.0,5.0,5.0
054869c2-5beb-4cdd-9a62-b5b3e0e31441.png,3,3.0,3.0,3.0,3.0,3.0
231b35d9-91af-4a66-8eff-c3d0b63fb0d3.png,5,5.0,5.0,5.0,5.0,5.0
5ba907f1-ac36-4007-8c3f-d3f44b488498.png,4,4.0,4.0,4.0,4.0,4.0
272eadb4-02dc-4199-ac89-396c8306eb67.png,3,3.0,3.0,3.0,3.0,3.0
33638776-50fe-4f65-81a5-a569c189bdf6.png,4,4.0,4.0,4.0,4.0,4.0
5ceaa447-9927-40ff-a937-28432b1d426e.png,4,4.0,4.0,4.0,4.0,4.0
edc27d15-adc8-464b-90e6-529078ff38c0.png,1,1.0,1.0,1.0,1.0,1.0
78f09bdc-ed9a-47a1-a24f-69394e4f8afc.png,2,2.0,2.0,2.0,2.0,2.0
9753f954-7f14-48d9-9f3f-a9ee27df7b98.png,2,2.0,2.0,2.0,2.0,2.0
a367ba94-ef8d-4d34-a724-c5010f541ffe.png,1,1.0,1.0,1.0,1.0,1.0
55e37afa-e4ae-4a93-8ca9-2a2e7342d186.png,5,5.0,5.0,5.0,5.0,5.0
a5d0f5aa-1fd7-49dd-becf-78911453bcda.png,4,5.0,4.0,4.0,5.0,4.0
0dc8afa3-6a73-4e17-87a2-4188100b954c.png,5,5.0,5.0,3.0,5.0,5.0
68c2e779-eeee-46db-ad61-c6dfcebf8414.png,5,5.0,5.0,5.0,5.0,5.0
9097a7c9-2e0b-4e21-90df-87d0f04ea553.png,1,1.0,1.0,1.0,1.0,1.0
e49a58c3-4814-4523-835b-d53c465227c2.png,4,4.0,4.0,3.0,4.0,4.0
2581df8c-a6dc-4694-8dba-49a99d40e7b5.png,4,4.0,4.0,4.0,4.0,4.0
9cdb715a-3bb5-4cbc-a5cf-b8ea2ec4c1a9.png,4,4.0,4.0,4.0,4.0,4.0
55a6abcc-156d-42a2-a634-600295baba7e.png,3,1.0,1.0,1.0,1.0,1.0
89d09ab3-8c8d-4879-a15b-a30aba1c3595.png,1,1.0,1.0,1.0,1.0,1.0
c556a246-cde6-4fd2-82c8-d017cbe76fab.png,3,3.0,3.0,3.0,3.0,3.0
03f9b37f-c295-48c4-b357-f6ed5c44db9e.png,3,2.0,3.0,3.0,3.0,3.0
c1d3507d-c5a2-44e6-b959-d1037e95222a.png,1,1.0,1.0,1.0,1.0,1.0
f0cc3ec3-e53f-463d-a19b-23d12f284604.png,1,1.0,1.0,1.0,1.0,1.0
a6cf93b7-8e9c-4c76-8a91-0a51fd6c88c8.png,3,3.0,3.0,3.0,3.0,3.0
a069c300-ed0d-4a78-93a5-eb116084428e.png,2,2.0,2.0,2.0,3.0,2.0
ca8c01b2-01c2-4866-aebe-4489ece0a2ac.png,3,3.0,3.0,3.0,3.0,3.0
5fadb6dc-00c4-4ec6-b9ff-600a8ef082ac.png,1,1.0,1.0,1.0,1.0,1.0
3e32e74e-4694-4724-96b0-f1fd909892ed.png,4,4.0,5.0,3.0,4.0,4.0
34d1d722-71d5-4420-84f6-f97e921b4b52.png,3,3.0,3.0,3.0,3.0,3.0
f9e5234e-d335-44c7-b23d-f310031c9bbc.png,1,1.0,1.0,1.0,1.0,1.0
5f40eee6-012c-43a4-8621-1a9fd1127657.png,4,4.0,5.0,4.0,5.0,4.0
699e26c9-eb49-4134-aa01-76e67477e8c3.png,4,1.0,1.0,1.0,3.0,3.0
4e81571f-61d0-4eba-a93f-f4b9b3c05b06.png,1,1.0,1.0,1.0,1.0,1.0
7a1c27dd-0861-4e65-b3d9-c537a9276409.png,1,1.0,1.0,1.0,2.0,2.0
6f404f52-68cf-4695-8fb8-8e35e8039509.png,1,1.0,1.0,1.0,1.0,1.0
8d4abc63-9e44-417a-bcbd-978aaa48b4a8.png,3,3.0,3.0,3.0,3.0,3.0
40877d2e-c8b8-44c8-91a9-2c0563c4234d.png,3,1.0,1.0,1.0,1.0,1.0
f33b36d9-5c4e-40da-84e9-a7ae1cda9fb8.png,1,1.0,1.0,1.0,1.0,1.0
9ebe054e-4f31-462d-89d3-5f8c1479217a.png,5,5.0,5.0,5.0,5.0,5.0
489089c3-1b7e-42cb-b754-2dd6b5cc926e.png,2,2.0,2.0,2.0,2.0,2.0
f28025f0-b8fb-49b4-9cae-5d5b92f86969.png,1,1.0,1.0,1.0,1.0,1.0
d23122f0-e2a5-4c2c-af50-d27326455b88.png,5,3.0,2.0,1.0,2.0,2.0
ceab8c84-4d0e-4ddf-96ff-215e4976e946.png,5,5.0,5.0,5.0,5.0,5.0
a95992c2-6b30-409c-a8c4-6b455cb03eed.png,1,1.0,1.0,1.0,1.0,1.0
3d56c5b2-ebf1-4f7c-9279-fef042885734.png,5,5.0,5.0,5.0,5.0,5.0
fe1c20b3-aa98-4a6a-8b25-38647dbcb1da.png,1,1.0,1.0,1.0,1.0,1.0
b8118235-3ad7-4eb6-9c48-c53029476110.png,4,4.0,4.0,3.0,4.0,4.0
8d9e15b4-0f06-40db-b0a2-a6834d577dd1.png,4,4.0,4.0,4.0,4.0,4.0
216248af-8428-4ec4-a2a2-d3cdc7640f96.png,5,5.0,5.0,1.0,5.0,5.0
b77f764c-23eb-4e48-b0ad-ddee14f23285.png,1,1.0,1.0,1.0,2.0,2.0
7dddd252-763a-4127-852b-3a9a166c0dec.png,3,2.0,2.0,2.0,3.0,2.0
f0978c17-7b1c-4720-8038-a6f2df2618f8.png,2,1.0,1.0,1.0,1.0,1.0
992d8b3e-df21-4b5e-bbaa-9db1b806acef.png,1,1.0,1.0,1.0,1.0,1.0
6bb56905-74d4-42b8-ba0f-b0a0ff263240.png,5,5.0,5.0,5.0,5.0,5.0
f51a60ba-80f7-4ef9-8d60-4353e55de1f7.png,5,3.0,3.0,4.0,4.0,5.0
4c65e22c-c555-41c4-a628-9ffed0ad648b.png,3,3.0,3.0,3.0,3.0,3.0
0b051c5e-d631-4869-8033-137f2873ce5f.png,2,2.0,2.0,2.0,2.0,2.0
e0f6c5c2-e327-420e-bb1f-44efa2ebfa24.png,5,5.0,5.0,5.0,5.0,5.0
626fc994-087a-46e9-8144-2c1694607519.png,5,4.0,4.0,5.0,4.0,4.0
0e51f044-c78e-4b45-b936-42d216e757df.png,2,2.0,2.0,2.0,2.0,2.0
35baba20-2f8c-4cd8-935b-5234bbaec1b0.png,5,5.0,5.0,5.0,5.0,5.0
15c6f745-9005-4e34-84c2-c783c142e41b.png,4,4.0,4.0,4.0,4.0,4.0
b0800bb4-8f48-4d99-b9c5-7f274ec2b5f6.png,2,2.0,2.0,2.0,2.0,2.0
86bd6621-389a-4c6f-a080-6a80f7b8d3c0.png,5,5.0,5.0,5.0,5.0,5.0
1d0e925f-5ab2-4acc-9153-4e33f84d51ff.png,3,1.0,1.0,1.0,3.0,1.0
0ef32e3f-4e2b-4a64-807e-2b14d8bceb20.png,2,2.0,1.0,1.0,1.0,2.0
f9ca6527-7cac-496a-a6c0-e9e2eb43259c.png,1,1.0,1.0,1.0,1.0,1.0
473827ab-baba-4702-ace9-617776c163fa.png,4,5.0,5.0,1.0,5.0,5.0
96274ad7-bc06-48af-b274-d9a665da2c3b.png,4,4.0,4.0,4.0,5.0,4.0
9bf7f069-aab4-4ded-899f-216ea881a76f.png,2,2.0,2.0,2.0,2.0,2.0
8ffbf7ad-77a3-40a3-adce-e4f213bea892.png,3,1.0,1.0,1.0,1.0,1.0
f68b4f28-1869-425d-abea-44daad017a39.png,4,4.0,4.0,4.0,4.0,4.0
33bd28c7-ac77-45b9-960d-c93fea20aceb.png,3,3.0,3.0,3.0,3.0,3.0
ef1c75fd-4db6-4687-8573-0ac38030a9ab.png,2,2.0,2.0,1.0,2.0,2.0
f26a4138-333b-46cb-8887-e48f91f7f402.png,2,2.0,2.0,2.0,2.0,2.0
00d6e0af-4653-4a99-8cba-2e007c32b718.png,1,1.0,1.0,1.0,1.0,1.0
a532f4dc-9105-4ad0-afce-4f67624c5a5f.png,1,1.0,1.0,1.0,1.0,1.0
15ba21ab-2903-4ecf-97e2-ad8b27a1c3a2.png,1,1.0,1.0,1.0,1.0,1.0
88a4a837-2317-48a7-9e5a-bfab6cac5ace.png,3,3.0,3.0,3.0,3.0,3.0
60feb350-2f7f-4f56-b7fb-b36a74339598.png,2,2.0,3.0,2.0,2.0,2.0
14986411-f150-45a7-89ca-96b28109fc15.png,2,2.0,2.0,3.0,2.0,2.0
6ce26be9-f6d3-4b2c-81ce-0162420332d7.png,3,3.0,3.0,3.0,3.0,3.0
a463f918-d7d8-4429-9aa5-4c90d2fcdcbe.png,3,3.0,3.0,3.0,3.0,3.0
2a4373e6-f57c-4cc2-a273-8780cabeabf5.png,1,1.0,1.0,1.0,1.0,1.0
a16a8edc-3156-4af1-9697-769727d16cd7.png,2,2.0,3.0,3.0,2.0,2.0
2c4fe484-1a40-4e76-af09-28f6846ac466.png,2,2.0,2.0,2.0,2.0,2.0
8f020a3b-be47-4b66-b0ea-77ef48528aef.png,2,1.0,1.0,1.0,2.0,2.0
c9dabe7d-05a1-42d5-ac1b-5f8572b9ae32.png,1,1.0,1.0,1.0,1.0,1.0
edbac7c6-17b6-4c84-a487-051a3b96dda3.png,5,4.0,4.0,4.0,4.0,4.0
09ef44b3-5273-482f-9e8a-69c0ccb0e146.png,3,3.0,3.0,3.0,3.0,3.0
22cefc06-f381-4378-8edb-a311fc20de2a.png,2,2.0,2.0,2.0,2.0,2.0
d5c60098-7fd6-4289-85a8-f5ee70363f35.png,5,3.0,3.0,3.0,2.0,2.0
45cc3a10-dd2c-479e-b359-d1b402cd0fa9.png,1,1.0,1.0,1.0,1.0,1.0
38958548-e5e3-4d19-9d43-d24ed380087c.png,4,4.0,4.0,4.0,4.0,4.0
25e47f5b-2b29-4056-9f1a-76eb32a7e147.png,5,2.0,1.0,1.0,2.0,2.0
1b019daa-bf19-425b-b905-74b26ff5eaba.png,5,5.0,5.0,5.0,5.0,5.0
6e0b8f74-e6fb-400c-81d9-1851efbc2e96.png,1,1.0,1.0,1.0,1.0,1.0
a70ca11a-0c72-48f1-b076-cbdc9851bb77.png,1,1.0,1.0,1.0,1.0,1.0
9c8646c1-137b-4a62-a4ce-c05c063a9518.png,4,4.0,4.0,3.0,4.0,4.0
4f571e29-101b-4358-bef4-47e920940278.png,2,2.0,2.0,2.0,2.0,2.0
d209daa7-115a-4d3e-8123-e8c6ed8d2ff5.png,1,1.0,1.0,1.0,2.0,2.0
39f54029-1460-4d92-99a9-aa8e146663fd.png,2,2.0,2.0,2.0,2.0,2.0
c1a6afaf-c4b3-4253-9b95-65c7c97a6dfe.png,5,5.0,5.0,5.0,5.0,5.0
1a3b1659-2bf1-43ee-a6c0-bbaf39d1c37a.png,5,5.0,5.0,5.0,5.0,5.0
017400b8-bcd5-49dc-ad6e-cc7f001c8ffe.png,1,1.0,1.0,1.0,1.0,1.0
02e11790-c674-4411-b982-535bcf5ad602.png,4,4.0,4.0,4.0,4.0,4.0
e18c46e3-ee67-4c20-875b-7f04fcb65389.png,1,1.0,1.0,1.0,1.0,1.0
9b449ed3-46d8-42b2-920c-2c0d737d3e6e.png,2,2.0,2.0,2.0,2.0,2.0
ccc2e3b8-72f6-4ae2-9b8c-7cee4aea8d59.png,2,2.0,2.0,2.0,2.0,2.0
22d7d3fb-4aa3-469f-b15c-d39618d5b38d.png,2,1.0,1.0,1.0,1.0,1.0
b5c9e42e-7071-403d-9a73-5f0b8f2514e2.png,4,5.0,3.0,3.0,5.0,3.0
d9c14f54-7d7f-437d-852d-9faa5d6c7f46.png,3,3.0,3.0,3.0,3.0,3.0
36d53352-b391-4c43-aef8-acc28cacf12a.png,1,1.0,1.0,1.0,1.0,1.0
69325cfb-59b8-4647-9218-d8b6ab869967.png,4,4.0,5.0,5.0,4.0,4.0
ee54830b-1419-4beb-be7b-9122f3d36976.png,3,3.0,3.0,3.0,3.0,3.0
1db97fea-f07a-42aa-a387-f4911c35ee2c.png,2,2.0,2.0,2.0,2.0,2.0
7de9e479-a262-48a4-85ec-3114e7c68180.png,5,5.0,4.0,5.0,5.0,4.0
985d4011-e93c-4e0e-b51d-e8d8da0e6582.png,2,2.0,2.0,3.0,3.0,3.0
00b72bc9-f483-425b-b342-a47d5b1c9b46.png,5,5.0,5.0,5.0,5.0,5.0
b6b4a11b-c9a9-4fef-9054-718b81bc9642.png,1,1.0,1.0,1.0,1.0,1.0
9cf8d7e2-8b5c-47ea-8365-e02144c884b4.png,4,4.0,4.0,4.0,4.0,4.0
d2ede689-017e-4d32-9589-7323d9ca18bc.png,5,5.0,5.0,5.0,5.0,5.0
